url,section,recommendation,redirect_target,notes
https://www.cosive.com/blog/cosive-partners-with-feedly-for-threat-intelligence,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/cosives-2023-year-in-review,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/cosives-tips-for-making-a-happy-and-productive-remote-team,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/creating-cti-like-a-journalist,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/cti-cmm,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/cti-cmm-improving-cyber-threat-intel-maturity-with-colin-connor-terry-macdonald-prescott-pym,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/cyber-threat-intelligence-cti-crash-course,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/docintel-misp-threat-intelligence-without-boiling-the-ocean,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/dont-shoot-the-messenger-security-txt-and-collaborating-effectively-with-security-researchers,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/episode-001-what-goes-wrong-in-threat-intel-programs-with-kayne-naughton-md-co-founder-at-cosive,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/episode-002-building-production-worthy-software-in-secops-teams-with-chris-horsley-cto-at-cosive,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/episode-003-securing-rest-api-endpoints-or-how-to-avoid-another-optus-with-james-cooper,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/episode-004-how-chatgpt-could-transform-the-cti-analyst-role-with-chris-horsley,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/episode-005-security-focused-code-review-for-software-developers-with-sid-odgers,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/episode-006-securing-medical-devices-with-emily-etchell,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/episode-007-how-the-nzitf-improves-new-zealands-security-posture-with-terry-macdonald,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/episode-008-getting-started-with-cyber-threat-intelligence-cti-with-chris-horsley,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/episode-009---threat-sharing-communities-with-prescott-pym,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/establishing-a-threat-intel-program-principles-for-security-leaders,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/executive-protection-program,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/getting-more-out-of-misp-and-microsoft-sentinel,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/how-chatgpt-could-transform-the-cti-analyst-role,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/how-to-communicate-remotely,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/ism-june-2026-update-cyber-threat-intelligence-is-now-mandatory-for-compliance,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/just-how-big-does-misp-data-get-anyway,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/meet-chris-horsley-cto-at-cosive,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/meet-david-zielezna-principal-consultant-at-cosive,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/meet-emily-etchell-security-consultant-at-cosive,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/meet-joe-cozzupoli-field-ciso-and-principal-security-advisor-at-cosive,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/meet-prescott-pym,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/misp-2025-retrospective,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/misp-beta-ui-ux-mode-v2-5-32-a-walkthrough-from-contributor-chris-horsley,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/mitre-attacking-with-openais-chatgpt,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/my-washing-machine-refreshed-my-thinking-on-software-effort-estimation,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/running-your-soc-playbooks-as-code,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/running-your-soc-playbooks-as-code-use-cases,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/securing-rest-api-endpoints-or-15-steps-to-avoid-another-optus,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/seven-great-new-misp-features-you-may-have-missed,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/shanna-daly-cosive,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/soc-maturity-assessment-australia,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/the-opportunity-cost-of-self-hosting-misp,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/the-rise-in-unique-malware-how-to-defend-against-it,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/using-misp-bookmarks-with-workflows-for-team-coordination,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/visualising-apt-threat-actor-and-tool-commonalities,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/watching-them-watching-you-opsec-for-security-investigators,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/what-cosives-me-day-means-to-me,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/what-goes-wrong-in-threat-intel-programs,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/what-i-learned-about-logging-and-detection-strategies-from-moving-house,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/what-is-misp-the-ultimate-introduction,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/why-cisos-should-care-about-cyber-threat-intelligence-with-joe-cozzupoli,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/blog/why-rust-is-worth-the-struggle,blog,KEEP,,"Blog post — untouched"
https://www.cosive.com/categories/anti-phishing,categories,REVIEW,,"Blog taxonomy page — keep if blog stays"
https://www.cosive.com/categories/company-culture,categories,REVIEW,,"Blog taxonomy page — keep if blog stays"
https://www.cosive.com/categories/company-news,categories,REVIEW,,"Blog taxonomy page — keep if blog stays"
https://www.cosive.com/categories/cybersecurity,categories,REVIEW,,"Blog taxonomy page — keep if blog stays"
https://www.cosive.com/categories/engineering,categories,REVIEW,,"Blog taxonomy page — keep if blog stays"
https://www.cosive.com/categories/malware-analysis,categories,REVIEW,,"Blog taxonomy page — keep if blog stays"
https://www.cosive.com/categories/podcast,categories,REVIEW,,"Blog taxonomy page — keep if blog stays"
https://www.cosive.com/categories/security-operations,categories,REVIEW,,"Blog taxonomy page — keep if blog stays"
https://www.cosive.com/categories/soar,categories,REVIEW,,"Blog taxonomy page — keep if blog stays"
https://www.cosive.com/categories/threat-intelligence,categories,REVIEW,,"Blog taxonomy page — keep if blog stays"
https://www.cosive.com/team/ashley-sargeson,team,KEEP,,"Team bio — untouched"
https://www.cosive.com/team/chris-horsley,team,KEEP,,"Team bio — untouched"
https://www.cosive.com/team/james-garratt,team,KEEP,,"Team bio — untouched"
https://www.cosive.com/team/lilith-la-rose,team,KEEP,,"Team bio — untouched"
https://www.cosive.com/team/michelle-vui,team,KEEP,,"Team bio — untouched"
https://www.cosive.com/team/neethu-pushkaran,team,KEEP,,"Team bio — untouched"
https://www.cosive.com/team/prescott-pym,team,KEEP,,"Team bio — untouched"
https://www.cosive.com/team/prue-owen,team,KEEP,,"Team bio — untouched"
https://www.cosive.com/team/tash-postolovski,team,KEEP,,"Team bio — untouched"
https://www.cosive.com/team/terry-macdonald,team,KEEP,,"Team bio — untouched"
https://www.cosive.com/events/aisa-cybercon-canberra-2023-extracting-threat-intel-nutrients-from-unstructured-reports-using-robots-a-practical-guide,events,REVIEW,,"Past event — keep or retire as a set"
https://www.cosive.com/events/aisa-cybercon-canberra-2023-threat-intelligence-panel,events,REVIEW,,"Past event — keep or retire as a set"
https://www.cosive.com/events/aisa-cybercon-canberra-2023-threat-intelligence-without-boiling-the-ocean,events,REVIEW,,"Past event — keep or retire as a set"
https://www.cosive.com/events/aisa-cybercon-canberra-2023-whats-next-for-women-in-cyber-panel,events,REVIEW,,"Past event — keep or retire as a set"
https://www.cosive.com/events/auscert-2109-open-source-security-orchestration-automating-the-boring-stuff,events,REVIEW,,"Past event — keep or retire as a set"
https://www.cosive.com/events/awsn-event-workshop-mapping-incidents-to-att-ck,events,REVIEW,,"Past event — keep or retire as a set"
https://www.cosive.com/events/awsn-panel-sydneys-an-analysis-of-the-current-cyber-threat-landscape,events,REVIEW,,"Past event — keep or retire as a set"
https://www.cosive.com/events/introduction-to-digital-forensics-workshop,events,REVIEW,,"Past event — keep or retire as a set"
https://www.cosive.com/events/invite-only-workshop-mapping-incidents-to-att-ck,events,REVIEW,,"Past event — keep or retire as a set"
https://www.cosive.com/events/keynote-running-your-soc-playbooks-as-code,events,REVIEW,,"Past event — keep or retire as a set"
https://www.cosive.com/events/panel-threat-intel-engineering-building-scalable-threat-intel-programs,events,REVIEW,,"Past event — keep or retire as a set"
https://www.cosive.com/events/sectalks-hobart-web-shell-hunting,events,REVIEW,,"Past event — keep or retire as a set"
https://www.cosive.com/presentations/active-defence-with-canary-credentials,presentations,KEEP,,"Presentation — untouched"
https://www.cosive.com/presentations/auscert-2019-running-your-security-operations-centre-soc-playbooks-as-code,presentations,KEEP,,"Presentation — untouched"
https://www.cosive.com/presentations/auscert-podcast-cti-the-importance-of-info-and-why-context-matters-with-chris-horsley,presentations,KEEP,,"Presentation — untouched"
https://www.cosive.com/presentations/auscert2016-maturing-your-security-team-haste-makes-waste,presentations,KEEP,,"Presentation — untouched"
https://www.cosive.com/presentations/auscert2016-the-sorcerers-apprentice,presentations,KEEP,,"Presentation — untouched"
https://www.cosive.com/presentations/auscert2017-day-1-kayne-naughton-focusing-security-monitoring-with-ttps,presentations,KEEP,,"Presentation — untouched"
https://www.cosive.com/presentations/creating-cyber-threat-intelligence-like-a-journalist,presentations,KEEP,,"Presentation — untouched"
https://www.cosive.com/presentations/extracting-threat-intel-nutrients-from-unstructured-cti-reports,presentations,KEEP,,"Presentation — untouched"
https://www.cosive.com/presentations/from-stix-to-misp-and-back-again-how-hard-could-it-be,presentations,KEEP,,"Presentation — untouched"
https://www.cosive.com/presentations/growing-pains-with-cti-using-a-capability-maturity-model-to-measure-and-evolve-threat-intel-programs,presentations,KEEP,,"Presentation — untouched"
https://www.cosive.com/presentations/linux-conf-au-2016-using-linux-features-to-make-a-hackers-life-hard,presentations,KEEP,,"Presentation — untouched"
https://www.cosive.com/presentations/nzitf-conference-2015-passwords-under-a-cloud-common-mistakes-in-password-management,presentations,KEEP,,"Presentation — untouched"
https://www.cosive.com/presentations/rethinking-data-visualisation-for-cti,presentations,KEEP,,"Presentation — untouched"
https://www.cosive.com/presentations/risky-business-700-yevgeny-prigozhins-empire-gets-owned-with-cosives-shanna-daly,presentations,KEEP,,"Presentation — untouched"
https://www.cosive.com/presentations/running-circles-around-threat-actor-tooling-using-javascript-data-visualisation,presentations,KEEP,,"Presentation — untouched"
https://www.cosive.com/presentations/secops-integrations-evolving-from-the-bowie-knife-to-the-conveyor-belt,presentations,KEEP,,"Presentation — untouched"
https://www.cosive.com/presentations/snake-oilers-pangea-cosive-and-sysdig,presentations,KEEP,,"Presentation — untouched"
https://www.cosive.com/presentations/stix-2-0-lego-for-your-threat-intel,presentations,KEEP,,"Presentation — untouched"
https://www.cosive.com/presentations/the-glorious-theory-and-sometimes-bitter-reality-of-sharing-cti-packages,presentations,KEEP,,"Presentation — untouched"
https://www.cosive.com/presentations/threat-intelligence-without-boiling-the-ocean,presentations,KEEP,,"Presentation — untouched"
https://www.cosive.com/capabilities/antifraud,capabilities,RETIRE,https://www.cosive.com/fraud-data-sharing,"Superseded by fraud pages"
https://www.cosive.com/capabilities/bespoke-security-tooling-development,capabilities,RETIRE,https://www.cosive.com/build-and-integrate-secops-tools,"Superseded"
https://www.cosive.com/capabilities/cloud-misp,capabilities,RETIRE,https://www.cosive.com/cloudmisp,"Direct successor"
https://www.cosive.com/capabilities/code-security-review,capabilities,RETIRE,https://www.cosive.com/security-operations,"Closest match"
https://www.cosive.com/capabilities/csirt-soc-fundamentals-training,capabilities,RETIRE,https://www.cosive.com/security-operations,"Training retired — map to secops"
https://www.cosive.com/capabilities/cti-consulting,capabilities,RETIRE,https://www.cosive.com/cyber-threat-intelligence,"Superseded"
https://www.cosive.com/capabilities/cti-maturity-assessment,capabilities,RETIRE,https://www.cosive.com/improve-cti-team,"Superseded"
https://www.cosive.com/capabilities/ctis-consulting,capabilities,RETIRE,https://www.cosive.com/consume-share-threat-intelligence,"Superseded"
https://www.cosive.com/capabilities/cybersecurity-tabletop-exercises,capabilities,RETIRE,https://www.cosive.com/security-operations,"Closest match"
https://www.cosive.com/capabilities/eclecticiq-fusion-center,capabilities,RETIRE,https://www.cosive.com/cyber-threat-intelligence,"Vendor page retired"
https://www.cosive.com/capabilities/eclecticiq-intelligence-centre,capabilities,RETIRE,https://www.cosive.com/cyber-threat-intelligence,"Vendor page retired"
https://www.cosive.com/capabilities/intel-471-adversary-intelligence,capabilities,RETIRE,https://www.cosive.com/find-useful-threat-intel-feeds,"Vendor page retired"
https://www.cosive.com/capabilities/intel-471-malware-intelligence,capabilities,RETIRE,https://www.cosive.com/find-useful-threat-intel-feeds,"Vendor page retired"
https://www.cosive.com/capabilities/introduction-to-stix-taxii-and-cybox-training,capabilities,RETIRE,https://www.cosive.com/cyber-threat-intelligence,"Training retired"
https://www.cosive.com/capabilities/malware-zoo,capabilities,RETIRE,https://www.cosive.com/security-operations,"Closest match"
https://www.cosive.com/capabilities/misp-basics-training,capabilities,RETIRE,https://www.cosive.com/manage-my-misp,"Training retired — map to MISP"
https://www.cosive.com/capabilities/misp-kickstart-training,capabilities,RETIRE,https://www.cosive.com/manage-my-misp,"Training retired — map to MISP"
https://www.cosive.com/capabilities/network-penetration-testing,capabilities,RETIRE,https://www.cosive.com/security-operations,"Closest match"
https://www.cosive.com/capabilities/open-source-intelligence-for-soc-analysts-training,capabilities,RETIRE,https://www.cosive.com/security-operations,"Training retired"
https://www.cosive.com/capabilities/open-source-security-orchestration-automating-the-boring-stuff-training,capabilities,RETIRE,https://www.cosive.com/automate-cybersecurity-ops-team,"Training retired"
https://www.cosive.com/capabilities/security-operations-consulting,capabilities,RETIRE,https://www.cosive.com/security-operations,"Superseded"
https://www.cosive.com/capabilities/security-operations-engineering,capabilities,RETIRE,https://www.cosive.com/build-and-integrate-secops-tools,"Superseded"
https://www.cosive.com/capabilities/security-operations-maturity-assessment,capabilities,RETIRE,https://www.cosive.com/improve-secops-team,"Superseded"
https://www.cosive.com/capabilities/threat-hunting-for-windows-persistence-artifacts-training,capabilities,RETIRE,https://www.cosive.com/security-operations,"Training retired"
https://www.cosive.com/capabilities/threat-intel-platforms-tips-consulting,capabilities,RETIRE,https://www.cosive.com/consume-share-threat-intelligence,"Superseded"
https://www.cosive.com/capabilities/threat-intelligence-engineering,capabilities,RETIRE,https://www.cosive.com/build-and-integrate-cti-tools,"Superseded"
https://www.cosive.com/capabilities/using-att-ck-to-map-threat-intelligence-to-detections-2-hours-training,capabilities,RETIRE,https://www.cosive.com/use-attack-framework,"Training retired"
https://www.cosive.com/capability-area/commercial-feeds,capability-area,RETIRE,https://www.cosive.com/find-useful-threat-intel-feeds,"Taxonomy page retired"
https://www.cosive.com/capability-area/cti-training,capability-area,RETIRE,https://www.cosive.com/cyber-threat-intelligence,"Taxonomy page retired"
https://www.cosive.com/capability-area/cybersecurity-training,capability-area,RETIRE,https://www.cosive.com/security-operations,"Taxonomy page retired"
https://www.cosive.com/capability-area/endpoint-protection,capability-area,RETIRE,https://www.cosive.com/security-operations,"Taxonomy page retired"
https://www.cosive.com/capability-area/fraud-detection,capability-area,RETIRE,https://www.cosive.com/fraud-data-sharing,"Taxonomy page retired"
https://www.cosive.com/capability-area/incident-response-tools,capability-area,RETIRE,https://www.cosive.com/security-operations,"Taxonomy page retired"
https://www.cosive.com/capability-area/malware-sandboxes,capability-area,RETIRE,https://www.cosive.com/security-operations,"Taxonomy page retired"
https://www.cosive.com/capability-area/security-assurance,capability-area,RETIRE,https://www.cosive.com/security-operations,"Taxonomy page retired"
https://www.cosive.com/capability-area/security-engineering-integration,capability-area,RETIRE,https://www.cosive.com/build-and-integrate-secops-tools,"Taxonomy page retired"
https://www.cosive.com/capability-area/security-operations,capability-area,RETIRE,https://www.cosive.com/security-operations,"Taxonomy page retired"
https://www.cosive.com/capability-area/security-operations-training,capability-area,RETIRE,https://www.cosive.com/security-operations,"Taxonomy page retired"
https://www.cosive.com/capability-area/siem-tools,capability-area,RETIRE,https://www.cosive.com/build-and-integrate-secops-tools,"Taxonomy page retired"
https://www.cosive.com/capability-area/tabletop-exercises,capability-area,RETIRE,https://www.cosive.com/security-operations,"Taxonomy page retired"
https://www.cosive.com/capability-area/threat-intelligence,capability-area,RETIRE,https://www.cosive.com/cyber-threat-intelligence,"Taxonomy page retired"
https://www.cosive.com/capability-area/threat-intelligence-platforms-tips,capability-area,RETIRE,https://www.cosive.com/consume-share-threat-intelligence,"Taxonomy page retired"
https://www.cosive.com/capability-area/threat-intelligence-tools,capability-area,RETIRE,https://www.cosive.com/build-and-integrate-cti-tools,"Taxonomy page retired"
